Code,Name,PGN,,,,
A41,Wade Defense,1.d4 d6 2.Nf3 Bg4,,,,
A41,"Averbakh Variation, Modern",1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4,,,,
A41,"Pterodactyl Variation, Modern",1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 c5 5.Nf3 Qa5,,,,
A42,A42,1.d4 d6 2.c4,,,,
A42,English Rat,1.d4 d6 2.c4 e5,,,,
A42,Lisbon Gambit,1.d4 d6 2.c4 e5 3.dxe5 Nc6,,,,
A42,Randspringer Variation,1.d4 g6 2.c4 Bg7 3.Nc3 d6 4.e4 f5,,,,
A43,Staunton Defense; Benoni C-G; A43,1.d4 c5,,,,
A43,"Zilbermints Gambit; Nakamura Gambit, Benoni",1.d4 c5 2.b4 cxb4,,,,
A43,Old Benoni,1.d4 c5 2.d5 d6,,,,
A43,"Schmid Variation, Benoni",1.d4 c5 2.d5 d6 3.Nc3 g6,,,,
A43,Franco-Benoni; Franco-Sicilian,1.d4 c5 2.d5 e6 3.e4,,,,
A43,"Clarendon Court Variation, Benoni",1.d4 c5 2.d5 f5,,,,
A43,Benoni-Staunton Gambit,1.d4 c5 2.d5 f5 3.e4,,,,
A43,"Snail Variation, Benoni",1.d4 c5 2.d5 Na6,,,,
A43,Benoni-Indian Defense,1.d4 c5 2.d5 Nf6,,,,
A43,"Woozle Defense, Benoni",1.d4 c5 2.d5 Nf6 3.Nc3 Qa5,,,,
A43,"Kingside move order, Benoni",1.d4 c5 2.d5 Nf6 3.Nf3,,,,
A43,"Habichd; Hawk Variation, Benoni",1.d4 c5 2.d5 Nf6 3.Nf3 c4,,,,
A43,"Hawk Variation, Benoni",1.d4 c5 2.d5 Nf6 3.Nf3 e4,,,,
A43,Benoni Gambit Accepted,1.d4 c5 2.dxc5,,,,
A43,"Cormorant Gambit, Benoni",1.d4 c5 2.dxc5 b6,,,,
A43,"Schlenker Defense, Benoni",1.d4 c5 2.dxc5 Na6,,,,
A43,Zilbermints-Benoni Gambit,1.d4 c5 2.Nf3 cxd4 3.b4,,,,
A43,"Tamarkin Countergambit, Benoni",1.d4 c5 2.Nf3 cxd4 3.b4 e5,,,,
A43,Franco-Sicilian Hybrid,1.d4 e6 2.c4 c5 3.d5 exd5 4.cxd5 d6 5.Nc3 g6 6.e4 Bg7 7.Nf3 Ne7,,,,
A44,"Pawn Thrust, Benoni; A44",1.d4 c5 2.d5 e5,,,,
A44,Blockade Variation; Semi-Benoni; Russian Variation,1.d4 c5 2.d5 e5 3.e4 d6,,,,
A45,Indian Defense; A45,1.d4 Nf6,,,,
A45,Basque Opening,1.d4 Nf6 2.b3,,,,
A45,Trompowsky; Opocensky; Ruth Opening,1.d4 Nf6 2.Bg5,,,,
A45,"Poisoned Pawn Variation, Trompowsky",1.d4 Nf6 2.Bg5 c5 3.d5 Qb6 4.Nc3,,,,
A45,Chepukaitis Gambit,1.d4 Nf6 2.Bg5 c5 3.d5 Qb6 4.Nc3 Qxb2 5.Bd2 Qb6,,,,
A45,"Borg Variation, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.Bf4 g5,,,,
A45,"Edge Variation, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.Bh4,,,,
A45,"Hergert Gambit #2, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.Bh4 c6 4.Nd2 Qa5 5.c3 Nxd2 6.Qxd2 d5 7.e4,,,,
A45,"Hergert Gambit #1, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.Bh4 d5 4.f3 Nf6 5.Nc3 Bf5 6.e4,,,,
A45,"Raptor Variation, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.h4,,,,
A45,"Hergert Gambit, Trompowsky",1.d4 Nf6 2.Bg5 Ne4 3.h4 Nxg5 4.hxg5 e5,,,,
A45,Pawn Push Variation,1.d4 Nf6 2.d5,,,,
A45,Omega Gambit,1.d4 Nf6 2.e4,,,,
A45,Arafat Gambit,1.d4 Nf6 2.e4 Nxe4 3.Bd3 Nf6 4.Bg5,,,,
A45,Paleface Attack,1.d4 Nf6 2.f3,,,,
A45,Webster Gambit,1.d4 Nf6 2.f3 c5 3.d5 e6 4.e4 exd5 5.e5,,,,
A45,Blackmar-Diemer Gambit Deferred,1.d4 Nf6 2.f3 d5 3.e4ï¿½ï¿½,,,,
A45,Kraus-Muhlherr Counter Gambit,1.d4 Nf6 2.f3 d5 3.e4 e5 4.dxe5 Nxe4,,,,
A45,Gedult Attack,1.d4 Nf6 2.f3 d5 3.g4,,,,
A45,Gedult-Gunderam System,1.d4 Nf6 2.f3 d5 3.g4,,,,
A45,Linder Counter Gambit,1.d4 Nf6 2.f3 e6 3.e4 Nxe4,,,,
A45,Canard Attack,1.d4 Nf6 2.f4,,,,
A45,Ueberlinger Gambit,1.d4 Nf6 2.g3 e5,,,,
A45,Bullfrog; Weidenhagen; Krabbe; Ochsenfrosch,1.d4 Nf6 2.g4,,,,
A45,Bronstein Gambit,1.d4 Nf6 2.g4,,,,
A45,Oshima Defense,1.d4 Nf6 2.g4 e5,,,,
A45,Gibbins-Wiedehagen Gambit Accepted,1.d4 Nf6 2.g4 Nxg4,,,,
A45,Stummer Gambit,1.d4 Nf6 2.g4 Nxg4 3.e4 d6 4.Be2 Nf6 5.Nc3,,,,
A45,Maltese Falcon,1.d4 Nf6 2.g4 Nxg4 3.f3 Nf6 4.e4,,,,
A45,Reversed Chigorin Defense,1.d4 Nf6 2.Nc3 c5,,,,
A45,Von Beivorseen,1.d4 Nf6 2.Nc3 c5 3.dxc5,,,,
A45,Malich Gambit,1.d4 Nf6 2.Nc3 d5 3.Bg5 c5 4.Bxf6 gxf6 5.e4 dxe4 6.d5,,,,
A45,Huebsch Gambit,1.d4 Nf6 2.Nc3 d5 3.e4 Nxe4,,,,
A45,Maddigan Gambit,1.d4 Nf6 2.Nc3 e5,,,,
A45,Lazard Gambit; Maddigan Gambit,1.d4 Nf6 2.Nd2 e5,,,,
A46,"Knights Variation, Indian Game; A46",1.d4 Nf6 2.Nf3,,,,
A46,Polish Defense,1.d4 Nf6 2.Nf3 b5,,,,
A46,Spielmann-Indian,1.d4 Nf6 2.Nf3 c5,,,,
A46,Pseudo-Benko Gambit,1.d4 Nf6 2.Nf3 c5 3.d5 b5,,,,
A46,Czech-Indian,1.d4 Nf6 2.Nf3 c6,,,,
A46,London System,1.d4 Nf6 2.Nf3 e6 3.Bf4,,,,
A46,Torre Attack,1.d4 Nf6 2.Nf3 e6 3.Bg5,,,,
A46,Petrosian Gambit,1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e3 b6 5.d5,,,,
A46,Swiss; Wagner Gambit,1.d4 Nf6 2.Nf3 e6 3.Bg5 c5 4.e4,,,,
A46,"Nimzovich Variation, Torre Attack",1.d4 Nf6 2.Nf3 e6 3.Bg5 h6,,,,
A46,Yusupov-Rubinstein System,1.d4 Nf6 2.Nf3 e6 3.e3,,,,
A46,Dory Defense,1.d4 Nf6 2.Nf3 Ne4,,,,
A47,"Capablanca Variation, Indian Game; A47",1.d4 Nf6 2.Nf3 b6,,,,
A47,Torre Attack,1.d4 Nf6 2.Nf3 b6 3.Bg5,,,,
A47,Schnepper Gambit,1.d4 Nf6 2.Nf3 b6 3.c3 e5,,,,
A47,Marienbad Variation,1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5,,,,
A47,Berg Variation,1.d4 Nf6 2.Nf3 b6 3.g3 Bb7 4.Bg2 c5 5.c4 cxd4 6.Qxd4,,,,
A48,Pseudo-King's Indian Variation; A48,1.d4 Nf6 2.Nf3 g6,,,,
A48,"London System, Torre Attack",1.d4 Nf6 2.Nf3 g6 3.Bf4,,,,
A48,London Variation,1.d4 Nf6 2.Nf3 g6 3.Bf4 Bg7 4.Nbd2,,,,
A48,"Fianchetto Defense, Torre Attack",1.d4 Nf6 2.Nf3 g6 3.Bg5,,,,
A48,"Euwe Variation, Torre Attack",1.d4 Nf6 2.Nf3 g6 3.Bg5 Bg7 4.Nbd2 c5,,,,
A48,King's Indian Variation,1.d4 Nf6 2.Nf3 g6 3.e3 Bg7 4.Bd3 d6,,,,
A49,Przepiorka Variation; A49,1.d4 Nf6 2.Nf3 g6 3.g3,,,,
A50,"Normal Variation, Indian Game; A50",1.d4 Nf6 2.c4,,,,
A50,Pyrenees Gambit,1.d4 Nf6 2.c4 b5,,,,
A50,Queen's Indian Defense; Saemisch-Indian,1.d4 Nf6 2.c4 b6,,,,
A50,Medusa Gambit,1.d4 Nf6 2.c4 g5,,,,
A50,Van Geet; Kevitz; Trajkovic; Mexican,1.d4 Nf6 2.c4 Nc6,,,,
A50,Horsefly Gambit,1.d4 Nf6 2.c4 Nc6 3.d5 Ne5 4.f4,,,,
A51,Budapest Defense; A51,1.d4 Nf6 2.c4 e5,,,,
A51,"Fajarowicz Variation, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ne4,,,,
A51,"Bonsdorf Variation, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ne4 4.a3 b6,,,,
A51,"Steiner Variation, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ne4 4.Qc2,,,,
A52,"Normal Variation, Budapest; A52",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4,,,,
A52,"Rubinstein Variation, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Bf4,,,,
A52,"Kornl Richter Gambit, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Bf4 Nc6 5.Nf3 Bb4+ 6.Nc3 Bxc3+,,,,
A52,"Center Play Variation, Budapest; Alekhine Variation",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4,,,,
A52,"Balogh; Tartakower C-G, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 d6,,,,
A52,"Barmina Gambit, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Bc5,,,,
A52,"Wikstrom Gambit, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Nbc6,,,,
A52,"Abonyi Variation, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.e4 Nxe5 5.f4 Nec6,,,,
A52,"Adler Variation, Budapest",1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Nf3,,,,
A53,Old Indian Defense; Chigorin Indian Defense; A53,1.d4 Nf6 2.c4 d6,,,,
A53,Aged Gibbon Gambit,1.d4 Nf6 2.c4 d6 3.g4,,,,
A53,"Janowski Variation, Old Indian",1.d4 Nf6 2.c4 d6 3.Nc3 Bf5,,,,
A53,"Grinberg Gambit, Old Indian",1.d4 Nf6 2.c4 d6 3.Nc3 Bf5 4.e4,,,,
A53,Ukranian Variation,1.d4 Nf6 2.c4 d6 3.Nc3 e5,,,,
A53,Duz-Khotimirsky Variation,1.d4 Nf6 2.c4 d6 3.Nc3 Nbd7 4.e3 e5 5.Bd3,,,,
A53,Tartakower-Indian,1.d4 Nf6 2.c4 d6 3.Nf3 Bg4,,,,
A54,"Two Knights Variation, Old Indian; A54",1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.Nf3,,,,
A55,"Normal Variation, Old Indian; A55",1.d4 Nf6 2.c4 d6 3.Nc3 e5 4.Nf3 Nbd7 5.e4,,,,
A56,"Vulture Defense, Benoni",1.d4 c5 2.d5 Nf6 3.c4 Ne4,,,,
A56,Hromadka Defense; Loose Gambit: A56,1.d4 Nf6 2.c4 c5,,,,
A56,"Hromadka System, Benoni",1.d4 Nf6 2.c4 c5 3.d5 d6,,,,
A56,Lundin; Bronstein Counter-Gambit,1.d4 Nf6 2.c4 c5 3.d5 d6 4.Nc3 g6 5.e4 b5,,,,
A56,Petrosian System; Czech Benoni Defense,1.d4 Nf6 2.c4 c5 3.d5 e5,,,,
A56,"Czech Variation, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 5.e4 Be7,,,,
A56,"King's Indian System, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e5 4.Nc3 d6 5.e4 g6,,,,
A56,Vulture Variation; Der Geier,1.d4 Nf6 2.c4 c5 3.d5 Ne4,,,,
A56,"Weenink Variation, Benoni",1.d4 Nf6 2.c4 c5 3.dxc5 e6,,,,
A57,Benko Gambit; Volga; Opocensky; Vaitonis; A57,1.d4 Nf6 2.c4 c5 3.d5 b5,,,,
A57,"Sosonko Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.a4,,,,
A57,"Bishop Attack, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.Bg5,,,,
A57,Benko Gambit Accepted,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5,,,,
A57,"Pawn Return Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.b6,,,,
A57,"Central Storming Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.f4,,,,
A57,"Modern Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.e3,,,,
A57,"Dlugy Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.f3,,,,
A57,"Zaitsev System, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3ï¿½ï¿½,,,,
A57,"Nescafe Frappe Attack, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 7.Nb5,,,,
A57,"Zaitsev Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.Nc3 axb5 6.e4 b4 7.Nb5 d6 8.Nf3 g6 9.Bc4,,,,
A57,Benko Gambit Declined; Hjoerring Countergambit,1.d4 Nf6 2.c4 c5 3.d5 b5 4.e4,,,,
A57,"Pseudo-Saemisch, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.f3,,,,
A57,"Mutkin Countergambit, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.g4,,,,
A57,"Quiet Line, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nd2,,,,
A57,"Main Line, Benko Gambit Declined",1.d4 Nf6 2.c4 c5 3.d5 b5 4.Nf3,,,,
A58,"Fully Accepted Variation, Benko Gambit; A58",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6,,,,
A58,"Fianchetto Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 g6 7.Nf3 d6 8.g3 Bg7 9.Bg2,,,,
A59,A59,1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.e4,,,,
A59,"King Walk Variation, Benko Gambit",1.d4 Nf6 2.c4 c5 3.d5 b5 4.cxb5 a6 5.bxa6 Bxa6 6.Nc3 d6 7.e4 Bxf1 8.Kxf1 g6 9.g3 Bg7 10.Kg2 O-O,,,,
A60,"Tal Variation, Modern Variation, Benoni; A60",1.d4 Nf6 2.c4 c5 3.d5 e6,,,,
A60,Modern Benoni,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6,,,,
A61,A61,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3,,,,
A61,"Snake Variation, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 Bd6,,,,
A61,"Penrose Variation, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bd3,,,,
A61,"Uhlmann Variation, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Bg5,,,,
A61,"Nimzovich Variation, Knight's Tour Variation, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.Nd2,,,,
A62,A62,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3,,,,
A62,"Fianchetto Variation, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2,,,,
A62,"Hastings Defense, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O Nbd7,,,,
A63,A63,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O a6,,,,
A64,A64,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.Nf3 g6 7.g3 Bg7 8.Bg2 O-O 9.O-O a6 10.a4 Nbd7 11.Nd2,,,,
A65,"King Pawn lines, Benoni; A65",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4,,,,
A66,"Pawn Storm Variation, Benoni; A66",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4,,,,
A66,"Mikenas V, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.e5,,,,
A67,"Taimanov Variation, Benoni; A67",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Bb5,,,,
A68,A68,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3,,,,
A68,"Four Pawns Attack, Benoni",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3 O-Oï¿½,,,,
A69,A69,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.f4 Bg7 8.Nf3 O-O 9.Be2 Re8,,,,
A70,"Classical Variation, Benoni; A70",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3,,,,
A71,A71,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Bg5,,,,
A72,A72,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2,,,,
A73,A73,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O,,,,
A74,A74,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O a6,,,,
A75,"Argentine Attack, Benoni; A75",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O a6 10.a4 Bg4,,,,
A76,"Czerniak Defesne, Benoni; A76",1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O Re8,,,,
A77,A77,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O Re8 10.Nd2,,,,
A78,A78,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O Re8 10.Nd2 Na6,,,,
A79,A79,1.d4 Nf6 2.c4 c5 3.d5 e6 4.Nc3 exd5 5.cxd5 d6 6.e4 g6 7.Nf3 Bg7 8.Be2 O-O 9.O-O Re8 10.Nd2 Na6 11.f3,,,,
A80,Dutch Defense; A80,1.d4 f5,,,,
A80,"Seneschaud Gambit, Dutch",1.d4 f5 2.Bf4 e6 3.g4,,,,
A80,"Hopton Attack, Dutch",1.d4 f5 2.Bg5,,,,
A80,"Blackmar's Second Gambit, Dutch",1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.f3,,,,
A80,"Lisbon Gambit, Dutch; Krejcik Gambit",1.d4 f5 2.g4,,,,
A80,"Hevendehl Gambit, Dutch",1.d4 f5 2.g4 e5,,,,
A80,"Tate Gambit, Dutch",1.d4 f5 2.g4 fxg4 3.e4 d5 4.Nc3,,,,
A80,"Korchnoi's Variation, Dutch",1.d4 f5 2.h3,,,,
A80,"Janzen-Korchnoi Gambit, Dutch",1.d4 f5 2.h3 Nf6 3.g4,,,,
A80,"Raphael Variation, Dutch",1.d4 f5 2.Nc3,,,,
A80,"Kingfisher Gambit, Dutch",1.d4 f5 2.Nc3 d5 3.e4,,,,
A80,"Spielmann Gambit, Dutch",1.d4 f5 2.Nc3 Nf6 3.g4,,,,
A80,"Barcza Variation, Dutch",1.d4 f5 2.Nf3 Nf6 3.c3,,,,
A80,"Alapin; Ulvestad; Manhattan; Kmoch Variation, Dutch",1.d4 f5 2.Qd3ï¿½ï¿½,,,,
A80,"Anti-Stonewall, Dutch",1.d4 f5 2.Qd3 d5 3.g4,,,,
A80,"Anti-Modern, Dutch",1.d4 f5 2.Qd3 d6 3.g4,,,,
A80,"Anti-Classical Line, Dutch",1.d4 f5 2.Qd3 e6 3.g4,,,,
A80,"Anti-Leningrad Variation, Dutch",1.d4 f5 2.Qd3 g6 3.g4,,,,
A80,"Manhattan Gambit, Dutch",1.d4 f5 2.Qd3 Nf6 3.g4,,,,
A80,"Pretzel Gambit, Dutch",1.d4 f5 2.Qd3 Nf6 3.g4,,,,
A81,"Dutch Indian; Leningrad Variation, Dutch; A81",1.d4 f5 2.g3,,,,
A81,"Basman Variation, Dutch",1.d4 f5 2.g3 g6 3.Bg2 Bg7 4.Nf3 c6 5.O-O Nh6,,,,
A81,"Carlsbad Variation, Dutch",1.d4 f5 2.g3 g6 3.Bg2 Bg7 4.Nh3,,,,
A81,"Antoshin-Hort Variation, Dutch",1.d4 f5 2.g3 Nf6 3.Bg2 d6,,,,
A81,"Ilyin-Genevsky Variation, Dutch",1.d4 f5 2.g3 Nf6 3.Bg2 e6 4.Nf3 Be7 5.O-O O-O 6.c4 d6,,,,
A81,"Blackburne Variation, Dutch",1.d4 f5 2.g3 Nf6 3.Bg2 e6 4.Nh3,,,,
A81,"Semi-Leningrad Variation, Dutch",1.d4 f5 2.g3 Nf6 3.Bg2 g6,,,,
A82,"Staunton Gambit, Dutch; A82",1.d4 f5 2.e4ï¿½ï¿½,,,,
A82,"Balogh Defense, Dutch",1.d4 f5 2.e4 d6,,,,
A82,"Staunton Gambit Accepted, Dutch",1.d4 f5 2.e4 fxe4,,,,
A82,"Tartakower Variation, Dutch",1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.g4,,,,
A82,"American Gambit, Dutch",1.d4 f5 2.e4 fxe4 3.Nd2,,,,
A83,"General Variation, Staunton Gambit, Dutch; A83",1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5,,,,
A83,"Nimzovich Variation, Dutch",1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 b6,,,,
A83,"Chigorin Variation, Dutch",1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 c6,,,,
A83,"Lasker Variation, Dutch",1.d4 f5 2.e4 fxe4 3.Nc3 Nf6 4.Bg5 g6 5.f3,,,,
A84,"Slav Stonewall, Dutch",1.d4 d5 2.c4 e6 3.Nc3 c6 4.e3 f5,,,,
A84,Bellon Gambit,1.d4 e6 2.c4 f5 3.e4,,,,
A84,A84,1.d4 f5 2.c4,,,,
A84,"Classical Variation, Dutch",1.d4 f5 2.c4 e6,,,,
A84,"Bellon Gambit, Dutch",1.d4 f5 2.c4 e6 3.e4,,,,
A84,"Rubinstein Variation, Dutch",1.d4 f5 2.c4 e6 3.Nc3,,,,
A84,"Stonewall Variation, Dutch",1.d4 f5 2.c4 e6 3.Nc3 Nf6 4.g3 c6 5.Bg2 d5 6.O-O Bd6,,,,
A84,"Queen's Knight Variation, Dutch",1.d4 f5 2.c4 Nf6 3.Nc3,,,,
A84,"Krause Variation, Dutch",1.d4 f5 2.c4 Nf6 3.Nc3 d6 4.Nf3 Nc6,,,,
A85, ,1.d4 f5 2.c4 g6 3.Nc3,,,,
A85,"Bladel Variation, Dutch",1.d4 f5 2.c4 g6 3.Nc3 Nh6,,,,
A85,"Normal Variation, Dutch",1.d4 f5 2.c4 Nf6,,,,
A85,"Ozol Variation, Dutch",1.d4 f5 2.c4 Nf6 3.Nc3 g6 4.Nf3 Bg7 5.Bg5,,,,
A86,"Fianchetto Variation, Dutch; A86",1.d4 f5 2.c4 Nf6 3.g3,,,,
A86,"Leningrad Variation, Dutch",1.d4 f5 2.c4 Nf6 3.g3 g6,,,,
A87,A87,1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3,,,,
A87,"Fluid Formation, Dutch",1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6,,,,
A88,"Warsaw Variation, Dutch; A88",1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6 7.Nc3 c6,,,,
A89,"Matulovic Variation, Dutch; A89",1.d4 f5 2.c4 Nf6 3.g3 g6 4.Bg2 Bg7 5.Nf3 O-O 6.O-O d6 7.Nc3 Nc6,,,,
A90,A90,1.d4 f5 2.c4 Nf6 3.g3 e6,,,,
A90,"Classical Variation, Dutchï¿½",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2,,,,
A90,Nimzo-Dutch Variation,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bb4+,,,,
A91,A91,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7,,,,
A91,"Botvinnik-Bronstein Variation, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nc3 O-O 6.e3,,,,
A91,"Blackburne Attack, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Bg7 5.Nh3,,,,
A92,A92,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3,,,,
A92,"Alekhine Variation, Dutch",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O Ne4,,,,
A93,"Botvinnik Variation, Dutch; A93",1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3,,,,
A94,A94,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.b3 c6,,,,
A95,A95,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d5 7.Nc3,,,,
A96,A96,1.d4 f5 2.c4 Nf6 3.g3 e6 4.Bg2 Be7 5.Nf3 O-O 6.O-O d6,,,,
